postcode,lat,lng
3019,-37.7847,144.854
3020,-37.7772,144.8299
3021,-37.7434,144.7967
3022,-37.7959,144.794
3023,-37.7827,144.7706
3024,-37.7505,144.6499
3025,-37.8356,144.8397
3026,-37.9162,144.6421
3027,-37.9324,144.7541
3028,-37.8751,144.7772
3029,-37.8372,144.7058
3030,-37.9162,144.6421
3031,-37.7912,144.9234
3032,-37.7745,144.8972
3033,-37.7411,144.8576
3034,-37.7612,144.8619
3036,-37.7053,144.8225
3037,-37.7156,144.7805
3038,-37.7005,144.7669
3039,-37.7662,144.923
3040,-37.7518,144.9026
3041,-37.7315,144.9048
3042,-37.7275,144.8663
3043,-37.6919,144.8884
3044,-37.7311,144.9364
3045,-37.6747,144.8362
3046,-37.7066,144.928
3047,-37.6811,144.9302
3048,-37.6539,144.9236
3049,-37.6732,144.8885
3050,-37.7989,144.9562
3051,-37.8006,144.9436
3052,-37.789,144.9489
3053,-37.8036,144.9661
3054,-37.787,144.9672
3055,-37.7636,144.9422
3056,-37.7663,144.9601
3057,-37.77,144.9773
3058,-37.7399,144.9645
3059,-37.6399,144.8796
3060,-37.7073,144.9679
3061,-37.6663,144.9568
3062,-37.633,144.9326
3063,-37.595,144.8561
3064,-37.5465,144.9422
3065,-37.8026,144.9778
3066,-37.8048,144.9869
3067,-37.8035,144.9982
3068,-37.791,144.9862
3070,-37.7741,144.9997
3071,-37.7594,145.007
3072,-37.7425,145.0057
3073,-37.7125,145.006
3074,-37.6847,145.0066
3075,-37.6661,145.0027
3076,-37.6436,145.0221
3078,-37.7783,145.0259
3079,-37.7727,145.0486
3081,-37.743,145.0464
3082,-37.6649,145.0657
3083,-37.7013,145.0562
3084,-37.7444,145.0827
3085,-37.7244,145.0699
3086,-37.7213,145.047
3087,-37.7118,145.0824
3088,-37.7002,145.1083
3089,-37.6677,145.1504
3090,-37.6684,145.1078
3091,-37.6375,145.1367
3093,-37.7392,145.1152
3094,-37.7198,145.1247
3095,-37.7133,145.1586
3096,-37.6709,145.1858
3097,-37.6953,145.2242
3099,-37.5921,145.1929
3101,-37.8074,145.0366
3102,-37.7938,145.0522
3103,-37.8117,145.0741
3104,-37.7937,145.0817
3105,-37.7725,145.0848
3106,-37.7583,145.1427
3107,-37.7652,145.1107
3108,-37.7864,145.1258
3109,-37.7848,145.1616
3111,-37.7941,145.1863
3113,-37.7521,145.2047
3114,-37.7786,145.2126
3115,-37.7367,145.2676
3116,-37.7376,145.3131
3121,-37.8233,145.0018
3122,-37.8227,145.0306
3123,-37.8298,145.0494
3124,-37.8409,145.0682
3125,-37.8513,145.101
3126,-37.8272,145.0757
3127,-37.8252,145.0972
3128,-37.8289,145.1224
3129,-37.807,145.1251
3130,-37.818,145.1497
3131,-37.8178,145.1745
3132,-37.8192,145.1967
3133,-37.8488,145.1923
3134,-37.8231,145.2579
3135,-37.8196,145.2482
3136,-37.7799,145.2824
3137,-37.8194,145.3133
3138,-37.7839,145.3228
3139,-37.8145,145.5327
3140,-37.7592,145.3632
3141,-37.8407,144.9913
3142,-37.8441,145.0177
3143,-37.8589,145.0194
3144,-37.8574,145.0341
3145,-37.8736,145.0493
3146,-37.8571,145.0578
3147,-37.8679,145.0929
3148,-37.8826,145.0901
3149,-37.8807,145.1281
3150,-37.9144,145.1688
3151,-37.8552,145.1511
3152,-37.865,145.2217
3153,-37.8451,145.2701
3154,-37.856,145.3178
3155,-37.8618,145.2844
3156,-37.9179,145.2929
3158,-37.9101,145.3245
3159,-37.9219,145.3892
3160,-37.9351,145.3508
3161,-37.8737,145.0199
3162,-37.8921,145.0234
3163,-37.8965,145.0572
3164,-38.0224,145.2374
3165,-37.9224,145.0594
3166,-37.9028,145.0897
3167,-37.9233,145.0876
3168,-37.9134,145.1267
3169,-37.9451,145.1153
3170,-37.9209,145.1679
3171,-37.9446,145.1568
3172,-37.976,145.1347
3173,-38.0068,145.1649
3174,-37.9662,145.1788
3175,-38.0161,145.2085
3176,-37.8992,145.23
3177,-37.991,145.2375
3178,-37.9244,145.2416
3179,-37.8971,145.2226
3180,-37.8933,145.2467
3181,-37.8547,144.9955
3182,-37.8653,144.9795
3183,-37.8691,144.999
3184,-37.8814,144.984
3185,-37.8918,145.0026
3186,-37.9151,144.9963
3187,-37.9254,145.0136
3188,-37.9389,145.0072
3189,-37.942,145.0478
3190,-37.9514,145.0381
3191,-37.9566,145.0135
3192,-37.9657,145.0623
3193,-37.9787,145.0316
3194,-37.9851,145.0674
3195,-38.007,145.1041
3196,-38.0465,145.1228
3197,-38.0727,145.1341
3198,-38.1032,145.1378
3199,-38.1626,145.136
3200,-38.1265,145.1576
3201,-38.0929,145.1779
3202,-37.9606,145.0927
3204,-37.917,145.0368
3205,-37.8317,144.9582
3206,-37.8465,144.9509
3207,-37.8322,144.918
3211,-37.9436,144.4985
3212,-38.04,144.4227
3213,-37.9406,144.2894
3214,-38.0848,144.3524
3215,-38.111,144.3345
3216,-38.2159,144.334
3217,-38.2341,144.3708
3218,-38.1303,144.2895
3219,-38.1728,144.3895
3220,-38.157,144.3465
3221,-38.1816,144.4274
3222,-38.2099,144.573
3223,-38.1362,144.6217
3224,-38.2029,144.4624
3225,-38.2711,144.6142
3226,-38.2638,144.5238
3227,-38.2631,144.4081
3228,-38.3075,144.3
3230,-38.4094,144.1764
3231,-38.4594,144.1069
3232,-38.545,143.9702
3233,-38.6794,143.6718
3234,-38.6791,143.8324
3235,-38.412,143.9243
3236,-38.5219,143.7124
3237,-38.7168,143.4744
3238,-38.7818,143.43
3239,-38.564,143.4481
3240,-38.263,144.1744
3241,-38.2036,143.8928
3242,-38.3467,143.7403
3243,-38.364,143.8259
3249,-38.3883,143.5572
3250,-38.3115,143.5847
3251,-38.1552,143.6485
3254,-38.2896,143.5223
3260,-38.2096,143.2448
3264,-38.2324,142.8844
3265,-38.1782,142.9524
3266,-38.4071,143.1337
3267,-38.4666,143.0607
3268,-38.5358,142.9089
3269,-38.6606,143.1771
3270,-38.6021,142.8702
3271,-37.8885,142.9875
3272,-37.9822,142.8536
3273,-37.9812,142.6606
3274,-37.9608,142.4786
3275,-38.3018,142.4576
3276,-38.0538,142.4818
3277,-38.3898,142.6602
3278,-38.278,142.6247
3279,-38.2146,142.6575
3280,-38.3788,142.4829
3281,-38.2545,142.6301
3282,-38.2682,142.3517
3283,-38.3134,142.3288
3284,-38.2704,142.1193
3285,-38.2902,142.0589
3286,-37.9711,141.8361
3287,-38.0599,142.3195
3289,-37.8932,142.2278
3292,-38.0389,141.052
3293,-37.6559,142.5273
3294,-37.574,142.3128
3300,-37.7432,142.0134
3301,-38.1189,142.0341
3302,-37.848,141.7064
3303,-37.9809,141.7896
3304,-38.1821,141.9522
3305,-38.2355,141.4372
3309,-37.8264,141.511
3310,-37.7079,141.5492
3311,-37.4682,141.2297
3312,-37.6391,141.3657
3314,-37.5867,141.9357
3315,-37.4084,141.6875
3317,-37.1667,141.4516
3318,-37.0253,141.2696
3319,-36.874,141.0514
3321,-38.0878,143.8806
3322,-38.0213,143.7433
3323,-38.0263,143.5209
3324,-37.9419,143.3754
3325,-37.8775,143.1859
3328,-38.0187,144.0431
3329,-37.9837,143.9087
3330,-37.9184,143.7586
3331,-38.0492,144.1946
3332,-37.9444,144.0972
3333,-37.8718,144.0448
3334,-37.758,144.0861
3335,-37.6961,144.6699
3336,-37.719,144.6684
3337,-37.6572,144.5462
3338,-37.7055,144.571
3340,-37.7871,144.3944
3341,-37.5737,144.3082
3342,-37.6515,144.2391
3345,-37.5878,144.1237
3350,-37.5719,143.8645
3351,-37.7582,143.6375
3352,-37.4821,143.6624
3353,-37.7778,144.8357
3354,-37.5609,143.8672
3355,-37.5303,143.8256
3356,-37.5923,143.8285
3357,-37.6539,143.8834
3358,-37.5801,143.7928
3360,-37.7276,143.5955
3361,-37.7526,143.3731
3363,-37.4206,143.8864
3364,-37.3347,143.9072
3370,-37.2527,143.8156
3371,-37.1969,143.6356
3373,-37.4578,143.3434
3374,-37.2315,142.9569
3375,-37.4243,143.1436
3377,-37.2315,142.9569
3378,-37.5288,142.9854
3379,-37.7667,142.6833
3380,-37.0666,142.7712
3381,-36.9889,142.7154
3384,-36.9383,143.2173
3385,-36.9042,142.6476
3387,-36.7174,142.9814
3388,-36.5979,142.6939
3390,-36.5837,142.4875
3391,-36.0921,142.446
3392,-36.342,142.6792
3393,-36.2577,142.3873
3395,-35.9189,142.442
3396,-35.7157,142.3292
3399,-36.6085,142.357
3400,-36.7252,142.2037
3401,-36.8815,141.9408
3402,-37.1642,142.6663
3407,-37.2981,141.9484
3409,-36.7248,141.8632
3412,-36.6588,141.3661
3413,-36.6993,141.2011
3414,-36.3886,142.0939
3415,-36.3525,141.3397
3418,-36.0741,141.5381
3419,-36.226,141.1019
3420,-36.4127,141.0173
3423,-36.1319,141.9408
3424,-35.7278,141.9309
3427,-37.6435,144.708
3428,-37.5911,144.8115
3429,-37.5676,144.729
3430,-37.4941,144.8066
3431,-37.4746,144.692
3432,-37.4485,144.7926
3433,-37.4133,144.7521
3434,-37.3539,144.7508
3435,-37.1795,144.7434
3437,-37.5016,144.513
3438,-37.4575,144.602
3440,-37.4134,144.5462
3441,-37.3992,144.6039
3442,-37.3307,144.5488
3444,-37.1718,144.5447
3446,-37.1848,144.3743
3447,-37.1577,144.3225
3448,-37.0754,144.3876
3450,-37.0616,144.2149
3451,-37.1253,144.2142
3453,-36.9504,144.2815
3458,-37.4241,144.3347
3460,-37.3517,144.1442
3461,-37.2878,144.171
3462,-37.0836,144.0536
3463,-36.958,144.0565
3464,-37.0198,143.8414
3465,-37.0215,143.6113
3467,-37.106,143.4127
3468,-37.2615,143.3795
3469,-37.173,143.2806
3472,-36.865,143.6576
3475,-36.7063,143.5121
3477,-36.6886,143.2307
3478,-36.6886,143.2307
3480,-36.3123,142.9681
3482,-36.1703,142.7666
3483,-35.9018,142.8908
3485,-35.7115,142.672
3487,-35.5156,142.6161
3488,-35.4356,142.4271
3489,-35.3325,142.4253
3490,-35.621,141.485
3491,-35.4341,142.2183
3494,-34.4864,142.3483
3496,-34.2878,142.1442
3498,-34.2384,142.1725
3500,-34.1931,142.1542
3501,-34.2433,142.1009
3502,-37.9729,145.2584
3505,-34.1805,142.0042
3506,-35.2042,141.3859
3507,-35.1206,142.0357
3509,-35.155,141.6804
3512,-35.392,141.1212
3515,-36.7294,144.0629
3516,-36.6076,144.0417
3517,-36.4831,143.8868
3518,-36.4749,143.5862
3520,-36.4058,143.8108
3521,-37.0901,144.9127
3522,-37.05,144.7472
3523,-36.8375,144.7684
3525,-36.2835,143.3643
3527,-36.071,143.2413
3529,-35.8243,143.2327
3530,-35.7014,143.1527
3531,-35.6164,142.9438
3533,-35.3846,142.8393
3537,-36.0793,143.7445
3540,-35.8928,143.4501
3542,-35.7008,143.4064
3544,-35.5172,143.1754
3546,-35.0602,142.8505
3549,-34.766,142.821
3550,-36.7643,144.2786
3551,-36.7814,144.4579
3552,-36.7643,144.2786
3554,-36.757,144.279
3555,-36.7772,144.2452
3556,-36.6564,144.1783
3557,-36.6351,144.5768
3558,-36.5155,144.6384
3559,-36.5701,144.8053
3561,-36.3211,144.7095
3562,-36.0625,144.4628
3563,-36.2563,144.5156
3564,-36.181,144.6014
3565,-36.1823,144.5117
3566,-35.9457,144.3833
3567,-35.9317,144.2629
3568,-35.8095,144.1841
3570,-36.5153,144.2805
3571,-36.3682,144.2069
3572,-36.2666,144.2571
3573,-36.1649,144.298
3575,-36.0557,144.159
3576,-36.128,143.9175
3579,-35.768,143.7694
3580,-35.6398,144.0947
3581,-35.6283,143.7852
3583,-35.5096,143.6646
3584,-35.431,143.6376
3585,-35.3484,143.3369
3586,-35.114,143.7926
3588,-35.2943,143.4703
3589,-35.2284,143.4412
3590,-35.2357,143.4935
3591,-35.2022,143.3941
3594,-35.1382,143.346
3595,-35.2028,143.3517
3596,-35.1238,143.3277
3597,-34.9654,143.1898
3599,-34.7297,143.1432
3607,-36.8397,145.1798
3608,-36.7407,145.0958
3610,-36.5776,145.2293
3612,-36.5759,145.0193
3614,-36.4792,145.301
3616,-36.4641,145.1452
3617,-36.4238,145.1784
3618,-36.3771,145.125
3619,-37.6596,144.9363
3620,-36.2846,145.0827
3621,-36.2061,144.9612
3622,-36.232,144.8757
3623,-36.4614,144.9768
3624,-36.4102,144.9658
3629,-36.2873,145.2607
3630,-36.3809,145.4032
3631,-36.4287,145.5267
3632,-36.5445,145.6032
3633,-36.3079,145.463
3634,-36.2242,145.4403
3635,-36.1426,145.3083
3636,-36.0939,145.4795
3637,-36.0507,145.329
3638,-36.032,145.2466
3639,-36.0213,145.0473
3640,-36.0098,145.486
3641,-35.8972,145.4283
3643,-35.9554,145.6319
3644,-35.9454,145.6327
3646,-36.2474,145.704
3647,-36.3853,145.7045
3649,-36.0827,145.6887
3658,-37.2414,145.1119
3659,-37.1103,145.0709
3660,-37.0359,145.2579
3661,-38.196,146.5353
3662,-36.9356,144.9487
3663,-36.9109,145.1589
3664,-36.9273,145.2982
3665,-36.8441,145.3576
3666,-36.7868,145.5655
3669,-36.6253,145.7087
3670,-36.6237,145.8524
3671,-36.3851,145.4207
3672,-36.5549,145.9778
3673,-36.6699,146.0625
3675,-36.5651,146.2668
3676,-36.3412,146.3386
3677,-36.358,146.3306
3678,-36.6889,146.4824
3682,-36.1743,146.4287
3683,-36.1808,146.6046
3685,-36.0564,146.4706
3687,-36.0188,146.4159
3688,-36.1192,146.7172
3689,-37.6758,144.9898
3690,-36.1357,146.8644
3691,-36.0272,147.881
3694,-36.1507,146.9195
3695,-36.3043,147.1237
3697,-36.6875,147.1793
3698,-36.722,147.1495
3699,-36.8443,147.2993
3700,-36.3359,147.3553
3701,-36.6388,147.4768
3704,-36.1326,147.4934
3705,-36.3229,147.7699
3707,-36.5863,148.038
3708,-36.0709,147.9421
3709,-36.0359,147.6674
3711,-37.4105,145.6822
3712,-37.3209,145.8391
3713,-37.2415,145.9062
3714,-37.2105,145.6879
3715,-36.9857,145.7394
3717,-37.2866,145.4358
3718,-37.1441,145.541
3719,-37.0412,145.6085
3720,-37.0172,145.8503
3722,-37.2026,146.2533
3723,-36.8945,146.2565
3724,-37.0531,146.0768
3725,-36.4144,145.9373
3726,-36.3323,145.9602
3727,-36.2424,145.9578
3728,-36.1489,145.959
3730,-36.0518,145.9748
3732,-36.6868,146.3138
3733,-36.8121,146.3163
3735,-36.5157,146.6036
3736,-36.4551,146.4795
3737,-36.554,146.8276
3738,-36.5879,146.754
3739,-36.641,146.8642
3740,-36.7317,146.8346
3741,-36.9623,147.0632
3744,-36.7885,146.9598
3746,-36.314,146.5177
3747,-36.3611,146.7257
3749,-36.4203,146.8638
3750,-37.5961,145.0056
3751,-37.5547,145.0529
3752,-37.6191,145.0744
3753,-37.4765,144.9595
3754,-37.5936,145.113
3755,-37.5639,145.142
3756,-37.4123,144.9566
3757,-37.4698,145.1822
3758,-37.3546,145.0526
3759,-37.6504,145.2473
3760,-37.627,145.2883
3761,-37.5856,145.2924
3762,-37.3541,144.9367
3763,-37.5219,145.3534
3764,-37.2637,144.9006
3765,-37.8148,145.3466
3766,-37.8178,145.385
3767,-37.8394,145.3475
3770,-37.7088,145.416
3775,-37.6429,145.366
3777,-37.6061,145.5138
3778,-37.5375,145.623
3779,-37.5393,145.7848
3781,-37.9385,145.4879
3782,-37.9381,145.433
3783,-37.9474,145.5966
3785,-37.8851,145.3167
3786,-37.8782,145.3324
3787,-37.8668,145.3509
3788,-37.848,145.3771
3789,-37.8898,145.3573
3791,-37.8969,145.3796
3792,-37.8942,145.4054
3793,-37.8745,145.4297
3795,-37.8367,145.4303
3796,-37.787,145.3849
3797,-37.8678,145.7863
3799,-37.7276,145.8185
3800,-37.9105,145.1349
3802,-37.9718,145.2556
3803,-38.0094,145.2655
3804,-37.9801,145.326
3805,-38.037,145.3042
3806,-38.025,145.3495
3807,-38.0483,145.3716
3808,-38.0025,145.4233
3809,-38.0691,145.4069
3810,-38.0466,145.4725
3812,-38.0701,145.5653
3813,-38.0643,145.6343
3814,-38.1072,145.6691
3815,-38.0138,145.7263
3816,-38.0435,145.788
3818,-38.0963,145.8673
3820,-38.2075,145.9222
3821,-37.9199,145.9452
3822,-38.1944,145.9899
3823,-38.2104,146.0657
3824,-38.2456,146.164
3825,-37.9789,146.3429
3831,-37.9933,146.0131
3832,-37.9199,145.9452
3833,-37.8422,145.8519
3835,-38.2906,146.1753
3840,-38.2452,146.4245
3841,-37.5832,147.463
3842,-38.3155,146.4144
3844,-38.3169,146.6071
3847,-38.1662,146.773
3850,-38.2242,147.1062
3851,-38.0355,147.0844
3852,-38.1036,147.1414
3853,-38.0956,146.06
3854,-38.1241,146.5969
3856,-38.0639,146.6722
3857,-38.0186,146.6949
3858,-37.369,146.8292
3859,-37.8861,146.8483
3860,-37.5717,146.8052
3862,-37.553,147.13
3864,-37.8609,147.3415
3865,-37.7967,147.4559
3869,-38.3647,146.3598
3870,-38.4379,146.3194
3871,-38.4221,146.1589
3873,-38.2983,146.7088
3874,-38.5144,146.8362
3875,-37.826,147.632
3878,-37.8985,147.6801
3880,-37.9147,147.7274
3882,-37.812,147.7644
3885,-37.0161,148.0697
3886,-37.771,148.4269
3887,-37.7579,148.1166
3888,-37.3905,148.6609
3889,-37.6108,148.874
3890,-37.5665,149.2172
3891,-37.5677,149.5389
3892,-37.5638,149.9099
3893,-37.4953,147.8661
3895,-37.3793,147.8875
3896,-37.2647,147.708
3898,-37.0662,147.4648
3900,-36.8805,147.8261
3902,-37.797,147.8149
3903,-37.8113,147.8675
3904,-37.881,147.8394
3909,-37.8219,147.9702
3910,-38.1564,145.1983
3911,-38.1969,145.1696
3912,-38.218,145.2274
3913,-38.2623,145.1664
3915,-38.3058,145.1366
3916,-38.4152,145.0506
3918,-38.3399,145.1555
3919,-38.3523,145.1998
3920,-38.3875,145.193
3921,-38.4157,145.3687
3922,-38.4822,145.232
3923,-38.4656,145.2936
3925,-38.5282,145.3797
3926,-38.3552,145.0945
3927,-38.3834,145.1533
3928,-38.4078,144.9751
3929,-38.461,144.9767
3930,-38.195,145.0937
3931,-38.23,145.0495
3933,-38.2612,145.097
3934,-38.2783,145.0316
3936,-38.3264,145.0076
3937,-38.3737,145.0199
3938,-38.3543,144.9318
3939,-38.4278,144.9004
3940,-38.3736,144.8754
3941,-38.3961,144.8272
3942,-38.3679,144.7683
3943,-38.3455,144.7391
3944,-38.3219,144.6927
3945,-38.3816,145.6971
3946,-38.4482,145.7235
3950,-38.4352,145.8129
3951,-38.4737,145.7984
3953,-38.4601,145.9952
3954,-38.5504,145.938
3956,-38.597,145.9553
3957,-38.5893,146.1267
3958,-38.6738,145.9871
3959,-38.7346,146.0665
3960,-39.1408,146.3604
3962,-38.6036,146.3598
3964,-38.6851,146.2788
3965,-38.6934,146.4721
3966,-38.6306,146.4366
3967,-38.6476,146.5079
3971,-38.6319,146.8157
3975,-38.0535,145.2311
3976,-38.044,145.2643
3977,-38.1466,145.2695
3978,-38.135,145.3846
3979,-38.4482,145.5913
3980,-38.2044,145.3569
3981,-38.2073,145.575
3984,-38.3126,145.564
3987,-38.309,145.6891
3988,-38.3134,145.8119
3989,-31.8251,144.9639
3990,-38.4554,145.5013
3991,-38.483,145.4668
3992,-38.5691,145.5343
3995,-38.5781,145.6307
3996,-38.6296,145.7456
4000,-27.4684,153.0221
4001,-27.6035,152.8231
4002,-27.4693,153.027
4003,-24.8724,152.3485
4004,-24.0453,149.3166
4005,-27.4701,153.0452
4006,-27.3662,153.1752
4007,-27.4361,153.0619
4008,-27.3884,153.1132
4009,-27.4057,153.1052
4010,-27.4332,153.0435
4011,-27.4195,153.0597
4012,-27.3993,153.0536
4013,-27.3971,153.075
4014,-27.3739,153.0848
4017,-27.3181,153.0473
4018,-27.3491,153.0318
4019,-27.2483,153.0885
4020,-27.2107,153.0901
4021,-27.2201,153.0753
4022,-27.2119,153.0464
4025,-27.1623,153.3935
4029,-27.4493,153.0264
4030,-27.4269,153.0297
4031,-27.4085,153.0307
4032,-27.3856,153.0194
4034,-27.3547,153.0401
4035,-27.356,152.9791
4036,-27.314,153.0087
4037,-27.3411,152.9365
4051,-27.4275,153.0003
4053,-27.3996,152.9873
4054,-27.4098,152.956
4055,-27.3937,152.9242
4059,-27.4521,153.0089
4060,-27.4451,152.9852
4061,-27.4508,152.9443
4064,-27.4647,152.999
4065,-27.4625,152.976
4066,-27.4799,152.9641
4067,-27.5005,153.005
4068,-27.5069,152.9769
4069,-27.5028,152.8989
4070,-27.5599,152.8711
4072,-27.549,152.3301
4073,-27.5492,152.9514
4074,-27.5541,152.9215
4075,-27.5521,152.9756
4076,-27.5846,152.9211
4077,-27.6056,152.9678
4078,-27.6127,152.9506
4101,-27.4843,153.0097
4102,-27.4955,153.0328
4103,-27.5122,153.0288
4104,-27.5158,153.0115
4105,-27.5344,153.0189
4106,-27.5521,153.0046
4107,-27.5521,153.0306
4108,-27.5684,153.0202
4109,-27.5792,153.0575
4110,-27.6122,153.0095
4111,-27.5506,153.0522
4112,-27.6111,153.0878
4113,-27.5907,153.0779
4114,-27.6528,153.1108
4115,-27.6438,153.0225
4116,-27.634,153.0508
4117,-27.6447,153.083
4118,-27.6738,153.0273
4119,-27.6115,153.1098
4120,-27.5087,153.0442
4121,-27.527,153.054
4122,-27.5433,153.0882
4123,-27.5835,153.1162
4124,-27.7017,152.9678
4125,-27.7304,153.0411
4127,-27.6295,153.142
4128,-27.6524,153.1742
4129,-27.6815,153.1868
4130,-27.6692,153.2433
4131,-27.6699,153.1361
4132,-27.6811,153.0844
4133,-27.7238,153.1027
4151,-27.5008,153.0586
4152,-27.5013,153.0968
4153,-27.51,153.1314
4154,-27.4907,153.1587
4155,-27.5181,153.1564
4156,-27.5589,153.1542
4157,-27.5682,153.2071
4158,-27.4877,153.1998
4159,-27.5023,153.2096
4160,-27.5064,153.2433
4161,-27.5334,153.2269
4163,-27.5352,153.2657
4164,-27.57,153.2608
4165,-27.624,153.2638
4169,-27.4842,153.041
4170,-27.4708,153.0742
4171,-27.456,153.0604
4172,-27.4588,153.1033
4173,-27.4758,153.1206
4174,-27.4501,153.1294
4178,-27.4257,153.2326
4179,-27.3908,153.234
4183,-27.5452,153.4517
4184,-27.6765,153.3847
4205,-27.6874,153.1563
4207,-27.734,153.2045
4208,-27.767,153.2763
4209,-27.8055,153.3929
4210,-27.9322,153.2795
4211,-28.0355,153.2413
4212,-27.8698,153.3607
4213,-28.1102,153.3189
4214,-27.967,153.3656
4215,-27.9671,153.398
4216,-27.8393,153.4194
4217,-28.0088,153.4122
4218,-28.0376,153.4169
4219,-28.1117,153.4342
4220,-28.085,153.4344
4221,-28.1273,153.4584
4222,-27.5506,153.0522
4223,-28.1908,153.4151
4224,-28.1502,153.4893
4225,-28.1688,153.5173
4226,-28.0679,153.4028
4227,-28.1019,153.4104
4228,-28.1821,153.3774
4229,-28.0779,153.4131
4230,-28.0775,153.3853
4270,-27.8623,153.1356
4271,-27.9184,153.2015
4272,-27.9608,153.1834
4275,-28.1114,153.135
4280,-27.8104,152.9484
4285,-28.057,152.9751
4287,-28.2591,152.823
4300,-27.6823,152.885
4301,-27.6294,152.8581
4303,-27.6046,152.8402
4304,-27.6207,152.8046
4305,-27.6275,152.7537
4306,-27.4809,152.7254
4307,-27.8518,152.5924
4309,-27.9873,152.5234
4310,-28.1214,152.6006
4311,-27.4186,152.4388
4312,-27.2561,152.4826
4313,-27.0895,152.3215
4314,-26.7334,152.2258
4340,-27.8035,152.4727
4341,-27.6877,152.3967
4342,-27.5438,152.3777
4343,-27.6561,152.2246
4344,-27.573,152.0604
4345,-27.5491,152.3364
4346,-27.5624,152.5882
4347,-27.6551,152.1427
4350,-27.5763,151.8527
4352,-27.6277,151.9418
4353,-27.257,151.9046
4354,-27.3439,151.8879
4355,-27.1846,152.0086
4356,-27.6631,151.5503
4357,-27.9577,151.1039
4358,-27.7283,151.8599
4359,-27.7945,152.0368
4360,-27.8538,151.907
4361,-27.9652,151.9483
4362,-28.0505,151.8414
4363,-27.6766,151.7397
4364,-27.7105,151.3962
4365,-28.0171,151.5975
4370,-28.1957,151.9515
4371,-28.199,152.2342
4372,-28.3031,152.2331
4373,-28.3494,152.3052
4374,-28.4639,151.7447
4375,-28.517,151.875
4376,-28.5415,151.9338
4377,-28.5872,151.973
4378,-28.6139,151.9555
4380,-28.6016,151.8126
4381,-28.7702,151.8705
4382,-28.8453,151.8474
4383,-28.9405,151.9694
4384,-28.728,151.1832
4385,-28.7776,151.248
4387,-28.3416,150.9678
4388,-28.5088,150.6463
4390,-28.2289,150.321
4400,-27.4855,151.8563
4401,-27.4731,151.7036
4402,-26.979,151.804
4403,-27.3206,151.597
4404,-27.3313,151.4807
4405,-27.1924,151.3966
4406,-27.0642,151.4337
4407,-27.5637,150.962
4408,-26.8512,151.4267
4410,-26.7812,151.1098
4411,-26.7946,150.9767
4412,-26.8278,150.8071
4413,-26.7068,150.5451
4415,-26.6273,150.2051
4416,-26.9958,149.798
4417,-27.3482,149.0702
4418,-26.2902,150.1433
4419,-26.1497,149.5516
4420,-25.4947,149.5253
4421,-27.3244,150.4443
4422,-27.5738,149.5903
4423,-27.3838,149.5254
4424,-26.5984,149.9603
4425,-26.6491,149.7731
4426,-26.5399,149.5904
4427,-26.75,149.3819
4428,-26.4037,149.2065
4454,-25.7245,148.672
4455,-26.7328,148.6902
4461,-26.6639,148.2939
4462,-26.5092,148.1904
4465,-27.2188,147.4539
4467,-26.2337,147.4903
4468,-26.0873,146.8332
4470,-26.7303,146.1
4471,-27.6311,145.8922
4472,-24.7842,145.1412
4474,-25.667,144.4953
4475,-26.8449,144.9754
4477,-25.4448,147.0598
4478,-24.8894,146.3994
4479,-26.724,145.3975
4480,-26.2485,143.2742
4481,-25.3776,141.5813
4482,-25.6031,139.3233
4486,-28.6122,147.8301
4487,-27.9312,148.4085
4488,-28.0315,147.4779
4489,-27.2586,145.6557
4490,-28.418,145.5963
4491,-27.9158,145.0837
4492,-27.9938,143.3369
4493,-28.9417,144.5604
4494,-28.1435,149.6066
4496,-28.365,149.268
4497,-28.6455,148.7536
4498,-28.416,149.8247
4500,-27.3078,152.9394
4501,-27.2776,152.9462
4502,-27.265,152.9668
4503,-27.2406,152.9932
4504,-27.1866,152.9321
4505,-27.1537,152.9769
4506,-27.1284,152.9363
4507,-26.9878,153.1241
4508,-27.1812,153.0137
4509,-27.2327,153.0173
4510,-27.0702,152.9603
4511,-27.0779,153.0808
4512,-27.0225,152.8583
4513,-27.0946,152.8666
4514,-26.9178,152.7601
4515,-26.9707,152.6007
4516,-27.0055,152.9572
4517,-26.9511,152.9876
4518,-26.9024,152.986
4519,-26.8494,152.918
4520,-27.228,152.7948
4521,-27.1698,152.7862
4550,-26.8121,152.9713
4551,-26.8281,153.0884
4552,-26.7343,152.7669
4553,-26.7718,153.018
4554,-26.7317,152.965
4555,-26.6917,152.9545
4556,-26.7004,153.0498
4557,-26.6863,153.1134
4558,-26.6551,153.0754
4559,-26.6632,152.965
4560,-26.6351,152.9174
4561,-26.5315,152.9648
4562,-26.5059,152.8031
4563,-26.4258,152.9092
4564,-26.6124,153.0792
4565,-26.1568,153.0423
4566,-26.4117,153.0474
4567,-26.4086,153.097
4568,-26.314,152.8766
4569,-26.3346,152.8228
4570,-26.1538,152.6169
4571,-26.2197,152.9319
4572,-26.6716,153.102
4573,-26.5169,153.0683
4574,-26.6304,152.7611
4575,-26.742,153.1195
4580,-25.891,152.929
4581,-25.9908,153.0979
4600,-26.0551,152.2211
4601,-26.145,152.0124
4605,-26.1124,151.8703
4606,-26.2612,151.8231
4608,-26.3526,151.7413
4610,-26.5769,151.5226
4611,-26.1767,151.776
